I,X,Y,Z
6928,594558.5,1669453.5,2114
6929,594558.5,1669448.5,2105
6930,594558.5,1669443.5,2105
6931,594558.5,1669438.5,2105
6932,594558.5,1669433.5,2096
6933,594558.5,1669428.5,2096
6934,594558.5,1669423.5,2096
6935,594558.5,1669418.5,2087
6936,594558.5,1669413.5,2087
6937,594558.5,1669408.5,2087
6938,594558.5,1669403.5,2079
6939,594558.5,1669398.5,2079
6940,594558.5,1669393.5,2079
6941,594558.5,1669388.5,2073
6942,594558.5,1669383.5,2073
6943,594558.5,1669378.5,2073
6944,594558.5,1669373.5,2066
6945,594558.5,1669368.5,2066
6946,594558.5,1669363.5,2066
6947,594558.5,1669358.5,2058
6948,594558.5,1669353.5,2058
6949,594558.5,1669348.5,2058
6950,594558.5,1669343.5,2048
6951,594558.5,1669338.5,2048
6952,594558.5,1669333.5,2048
6953,594558.5,1669328.5,2040
6954,594558.5,1669323.5,2040
6955,594558.5,1669318.5,2040
6956,594558.5,1669313.5,2033
6957,594558.5,1669308.5,2033
6958,594558.5,1669303.5,2033
6959,594558.5,1669298.5,2028
6960,594558.5,1669293.5,2028
6961,594558.5,1669288.5,2028
6962,594558.5,1669283.5,2024
6963,594558.5,1669278.5,2024
6964,594558.5,1669273.5,2024
6965,594558.5,1669268.5,2019
6966,594558.5,1669263.5,2019
6967,594558.5,1669258.5,2019
6968,594558.5,1669253.5,2014
6969,594558.5,1669248.5,2014
6970,594558.5,1669243.5,2014
6971,594558.5,1669238.5,2007
6972,594558.5,1669233.5,2007
6973,594558.5,1669228.5,2007
6974,594558.5,1669223.5,2000
6975,594558.5,1669218.5,2000
6976,594558.5,1669213.5,2000
6977,594558.5,1669208.5,1993
6978,594558.5,1669203.5,1993
6979,594558.5,1669198.5,1993
6980,594558.5,1669193.5,1987
6981,594558.5,1669188.5,1987
6982,594558.5,1669183.5,1987
6983,594558.5,1669178.5,1983
6984,594558.5,1669173.5,1983
6985,594558.5,1669168.5,1983
6986,594558.5,1669163.5,1976
6987,594558.5,1669158.5,1976
6988,594558.5,1669153.5,1976
6989,594558.5,1669148.5,1965
6990,594558.5,1669143.5,1965
6991,594558.5,1669138.5,1965
6992,594558.5,1669133.5,1955
6993,594558.5,1669128.5,1955
6994,594558.5,1669123.5,1955
6995,594558.5,1669118.5,1944
6996,594558.5,1669113.5,1944
6997,594558.5,1669108.5,1944
6998,594558.5,1669103.5,1938
6999,594558.5,1669098.5,1938
7000,594558.5,1669093.5,1938
7001,594558.5,1669088.5,1935
7002,594558.5,1669083.5,1935
7003,594558.5,1669078.5,1935
7004,594558.5,1669073.5,1932
7005,594558.5,1669068.5,1932
7006,594558.5,1669063.5,1932
7007,594558.5,1669058.5,1932
7008,594558.5,1669053.5,1931
7009,594558.5,1669048.5,1931
7010,594558.5,1669043.5,1931
7011,594558.5,1669038.5,1930
7012,594558.5,1669033.5,1930
7013,594558.5,1669028.5,1930
7014,594558.5,1669023.5,1928
7015,594558.5,1669018.5,1928
7016,594558.5,1669013.5,1928
7017,594558.5,1669008.5,1926
7018,594558.5,1669003.5,1926
7019,594558.5,1668998.5,1926
7020,594558.5,1668993.5,1923
7021,594558.5,1668988.5,1923
7022,594558.5,1668983.5,1923
7023,594558.5,1668978.5,1920
7024,594558.5,1668973.5,1920
7025,594558.5,1668968.5,1920
7026,594558.5,1668963.5,1916
7027,594558.5,1668958.5,1916
7028,594558.5,1668953.5,1916
7029,594558.5,1668948.5,1909
7030,594558.5,1668943.5,1909
7031,594558.5,1668938.5,1909
7032,594558.5,1668933.5,1901
7033,594558.5,1668928.5,1901
7034,594558.5,1668923.5,1901
7035,594558.5,1668918.5,1894
7036,594558.5,1668913.5,1894
7037,594558.5,1668908.5,1894
7038,594558.5,1668903.5,1887
7039,594558.5,1668898.5,1887
7040,594558.5,1668893.5,1887
7041,594558.5,1668888.5,1881
7042,594558.5,1668883.5,1881
7043,594558.5,1668878.5,1881
7044,594558.5,1668873.5,1874
7045,594558.5,1668868.5,1874
7046,594558.5,1668863.5,1874
7047,594558.5,1668858.5,1866
7048,594558.5,1668853.5,1866
7049,594558.5,1668848.5,1866
7050,594558.5,1668843.5,1866
7051,594558.5,1668838.5,1866
7052,594558.5,1668833.5,1866
7053,594558.5,1668828.5,1857
7054,594558.5,1668823.5,1857
7055,594558.5,1668818.5,1857
7056,594558.5,1668813.5,1846
7057,594558.5,1668808.5,1846
7058,594558.5,1668803.5,1846
7059,594558.5,1668798.5,1834
7060,594558.5,1668793.5,1834
7061,594558.5,1668788.5,1834
7062,594558.5,1668783.5,1820
7063,594558.5,1668778.5,1820
7064,594558.5,1668773.5,1820
7065,594558.5,1668768.5,1806
7066,594558.5,1668763.5,1806
7067,594558.5,1668758.5,1806
7068,594558.5,1668753.5,1796
7069,594558.5,1668748.5,1796
7070,594558.5,1668743.5,1796
7071,594558.5,1668738.5,1788
7072,594558.5,1668733.5,1788
7073,594558.5,1668728.5,1788
7074,594558.5,1668723.5,1780
7075,594558.5,1668718.5,1780
7076,594558.5,1668713.5,1780
7077,594558.5,1668708.5,1773
7078,594558.5,1668703.5,1773
7079,594558.5,1668698.5,1773
7080,594558.5,1668693.5,1766
7081,594558.5,1668688.5,1766
7082,594558.5,1668683.5,1766
7083,594558.5,1668678.5,1756
7084,594558.5,1668673.5,1756
7085,594558.5,1668668.5,1756
7086,594558.5,1668663.5,1743
7087,594558.5,1668658.5,1743
7088,594558.5,1668653.5,1743
7089,594558.5,1668648.5,1731
7090,594558.5,1668643.5,1731
7091,594558.5,1668638.5,1731
7092,594558.5,1668633.5,1721
7093,594558.5,1668628.5,1721
7094,594558.5,1668623.5,1721
7095,594558.5,1668618.5,1718
7096,594558.5,1668613.5,1718
7097,594558.5,1668608.5,1718
7098,594558.5,1668603.5,1718
7099,594558.5,1668598.5,1718
7100,594558.5,1668593.5,1718
7101,594558.5,1668588.5,1719
7102,594558.5,1668583.5,1719
7103,594558.5,1668578.5,1719
7104,594563.5,1669533.5,2146
7105,594563.5,1669528.5,2146
7106,594563.5,1669523.5,2140
7107,594563.5,1669518.5,2140
7108,594563.5,1669513.5,2140
7109,594563.5,1669508.5,2133
7110,594563.5,1669503.5,2133
7111,594563.5,1669498.5,2133
7112,594563.5,1669493.5,2128
7113,594563.5,1669488.5,2128
7114,594563.5,1669483.5,2128
7115,594563.5,1669478.5,2123
7116,594563.5,1669473.5,2123
7117,594563.5,1669468.5,2123
7118,594563.5,1669463.5,2118
7119,594563.5,1669458.5,2118
7120,594563.5,1669453.5,2118
7121,594563.5,1669448.5,2111
7122,594563.5,1669443.5,2111
7123,594563.5,1669438.5,2111
7124,594563.5,1669433.5,2103
7125,594563.5,1669428.5,2103
7126,594563.5,1669423.5,2103
7127,594563.5,1669418.5,2095
7128,594563.5,1669413.5,2095
7129,594563.5,1669408.5,2095
7130,594563.5,1669403.5,2087
7131,594563.5,1669398.5,2087
7132,594563.5,1669393.5,2087
7133,594563.5,1669388.5,2080
7134,594563.5,1669383.5,2080
7135,594563.5,1669378.5,2080
7136,594563.5,1669373.5,2073
7137,594563.5,1669368.5,2073
7138,594563.5,1669363.5,2073
7139,594563.5,1669358.5,2063
7140,594563.5,1669353.5,2063
7141,594563.5,1669348.5,2063
7142,594563.5,1669343.5,2053
7143,594563.5,1669338.5,2053
7144,594563.5,1669333.5,2053
7145,594563.5,1669328.5,2043
7146,594563.5,1669323.5,2043
7147,594563.5,1669318.5,2043
7148,594563.5,1669313.5,2036
7149,594563.5,1669308.5,2036
7150,594563.5,1669303.5,2036
7151,594563.5,1669298.5,2030
7152,594563.5,1669293.5,2030
7153,594563.5,1669288.5,2030
7154,594563.5,1669283.5,2024
7155,594563.5,1669278.5,2024
7156,594563.5,1669273.5,2024
7157,594563.5,1669268.5,2019
7158,594563.5,1669263.5,2019
7159,594563.5,1669258.5,2019
7160,594563.5,1669253.5,2013
7161,594563.5,1669248.5,2013
7162,594563.5,1669243.5,2013
7163,594563.5,1669238.5,2006
7164,594563.5,1669233.5,2006
7165,594563.5,1669228.5,2006
7166,594563.5,1669223.5,1999
7167,594563.5,1669218.5,1999
7168,594563.5,1669213.5,1999
7169,594563.5,1669208.5,1991
7170,594563.5,1669203.5,1991
7171,594563.5,1669198.5,1991
7172,594563.5,1669193.5,1985
7173,594563.5,1669188.5,1985
7174,594563.5,1669183.5,1985
7175,594563.5,1669178.5,1981
7176,594563.5,1669173.5,1981
7177,594563.5,1669168.5,1981
7178,594563.5,1669163.5,1975
7179,594563.5,1669158.5,1975
7180,594563.5,1669153.5,1975
7181,594563.5,1669148.5,1963
7182,594563.5,1669143.5,1963
7183,594563.5,1669138.5,1963
7184,594563.5,1669133.5,1951
7185,594563.5,1669128.5,1951
7186,594563.5,1669123.5,1951
7187,594563.5,1669118.5,1939
7188,594563.5,1669113.5,1939
7189,594563.5,1669108.5,1939
7190,594563.5,1669103.5,1928
7191,594563.5,1669098.5,1928
7192,594563.5,1669093.5,1928
7193,594563.5,1669088.5,1922
7194,594563.5,1669083.5,1922
7195,594563.5,1669078.5,1922
7196,594563.5,1669073.5,1919
7197,594563.5,1669068.5,1919
7198,594563.5,1669063.5,1919
7199,594563.5,1669058.5,1919
7200,594563.5,1669053.5,1917
7201,594563.5,1669048.5,1917
7202,594563.5,1669043.5,1917
7203,594563.5,1669038.5,1915
7204,594563.5,1669033.5,1915
7205,594563.5,1669028.5,1915
7206,594563.5,1669023.5,1914
7207,594563.5,1669018.5,1914
7208,594563.5,1669013.5,1914
7209,594563.5,1669008.5,1912
7210,594563.5,1669003.5,1912
7211,594563.5,1668998.5,1912
7212,594563.5,1668993.5,1911
7213,594563.5,1668988.5,1911
7214,594563.5,1668983.5,1911
7215,594563.5,1668978.5,1908
7216,594563.5,1668973.5,1908
7217,594563.5,1668968.5,1908
7218,594563.5,1668963.5,1904
7219,594563.5,1668958.5,1904
7220,594563.5,1668953.5,1904
7221,594563.5,1668948.5,1899
7222,594563.5,1668943.5,1899
7223,594563.5,1668938.5,1899
7224,594563.5,1668933.5,1894
7225,594563.5,1668928.5,1894
7226,594563.5,1668923.5,1894
7227,594563.5,1668918.5,1887
7228,594563.5,1668913.5,1887
7229,594563.5,1668908.5,1887
7230,594563.5,1668903.5,1881
7231,594563.5,1668898.5,1881
7232,594563.5,1668893.5,1881
7233,594563.5,1668888.5,1876
7234,594563.5,1668883.5,1876
7235,594563.5,1668878.5,1876
7236,594563.5,1668873.5,1869
7237,594563.5,1668868.5,1869
7238,594563.5,1668863.5,1869
7239,594563.5,1668858.5,1861
7240,594563.5,1668853.5,1861
7241,594563.5,1668848.5,1861
7242,594563.5,1668843.5,1861
7243,594563.5,1668838.5,1861
7244,594563.5,1668833.5,1861
7245,594563.5,1668828.5,1852
7246,594563.5,1668823.5,1852
7247,594563.5,1668818.5,1852
7248,594563.5,1668813.5,1843
7249,594563.5,1668808.5,1843
7250,594563.5,1668803.5,1843
7251,594563.5,1668798.5,1832
7252,594563.5,1668793.5,1832
7253,594563.5,1668788.5,1832
7254,594563.5,1668783.5,1820
7255,594563.5,1668778.5,1820
7256,594563.5,1668773.5,1820
7257,594563.5,1668768.5,1809
7258,594563.5,1668763.5,1809
7259,594563.5,1668758.5,1809
7260,594563.5,1668753.5,1799
7261,594563.5,1668748.5,1799
7262,594563.5,1668743.5,1799
7263,594563.5,1668738.5,1790
7264,594563.5,1668733.5,1790
7265,594563.5,1668728.5,1790
7266,594563.5,1668723.5,1781
7267,594563.5,1668718.5,1781
7268,594563.5,1668713.5,1781
7269,594563.5,1668708.5,1774
7270,594563.5,1668703.5,1774
7271,594563.5,1668698.5,1774
7272,594563.5,1668693.5,1764
7273,594563.5,1668688.5,1764
7274,594563.5,1668683.5,1764
7275,594563.5,1668678.5,1754
7276,594563.5,1668673.5,1754
7277,594563.5,1668668.5,1754
7278,594563.5,1668663.5,1741
7279,594563.5,1668658.5,1741
7280,594563.5,1668653.5,1741
7281,594563.5,1668648.5,1730
7282,594563.5,1668643.5,1730
7283,594563.5,1668638.5,1730
7284,594563.5,1668633.5,1721
7285,594563.5,1668628.5,1721
7286,594563.5,1668623.5,1721
7287,594563.5,1668618.5,1717
7288,594563.5,1668613.5,1717
7289,594563.5,1668608.5,1717
7290,594563.5,1668603.5,1715
7291,594563.5,1668598.5,1715
7292,594563.5,1668593.5,1715
7293,594563.5,1668588.5,1715
7294,594563.5,1668583.5,1715
7295,594563.5,1668578.5,1715
7296,594568.5,1669533.5,2146
7297,594568.5,1669528.5,2146
7298,594568.5,1669523.5,2140
7299,594568.5,1669518.5,2140
7300,594568.5,1669513.5,2140
7301,594568.5,1669508.5,2133
7302,594568.5,1669503.5,2133
7303,594568.5,1669498.5,2133
7304,594568.5,1669493.5,2128
7305,594568.5,1669488.5,2128
7306,594568.5,1669483.5,2128
7307,594568.5,1669478.5,2123
7308,594568.5,1669473.5,2123
7309,594568.5,1669468.5,2123
7310,594568.5,1669463.5,2118
7311,594568.5,1669458.5,2118
7312,594568.5,1669453.5,2118
7313,594568.5,1669448.5,2111
7314,594568.5,1669443.5,2111
7315,594568.5,1669438.5,2111
7316,594568.5,1669433.5,2103
7317,594568.5,1669428.5,2103
7318,594568.5,1669423.5,2103
7319,594568.5,1669418.5,2095
7320,594568.5,1669413.5,2095
7321,594568.5,1669408.5,2095
7322,594568.5,1669403.5,2087
7323,594568.5,1669398.5,2087
7324,594568.5,1669393.5,2087
7325,594568.5,1669388.5,2080
7326,594568.5,1669383.5,2080
7327,594568.5,1669378.5,2080
7328,594568.5,1669373.5,2073
7329,594568.5,1669368.5,2073
7330,594568.5,1669363.5,2073
7331,594568.5,1669358.5,2063
7332,594568.5,1669353.5,2063
7333,594568.5,1669348.5,2063
7334,594568.5,1669343.5,2053
7335,594568.5,1669338.5,2053
7336,594568.5,1669333.5,2053
7337,594568.5,1669328.5,2043
7338,594568.5,1669323.5,2043
7339,594568.5,1669318.5,2043
7340,594568.5,1669313.5,2036
7341,594568.5,1669308.5,2036
7342,594568.5,1669303.5,2036
7343,594568.5,1669298.5,2030
7344,594568.5,1669293.5,2030
7345,594568.5,1669288.5,2030
7346,594568.5,1669283.5,2024
7347,594568.5,1669278.5,2024
7348,594568.5,1669273.5,2024
7349,594568.5,1669268.5,2019
7350,594568.5,1669263.5,2019
7351,594568.5,1669258.5,2019
7352,594568.5,1669253.5,2013
7353,594568.5,1669248.5,2013
7354,594568.5,1669243.5,2013
7355,594568.5,1669238.5,2006
7356,594568.5,1669233.5,2006
7357,594568.5,1669228.5,2006
7358,594568.5,1669223.5,1999
7359,594568.5,1669218.5,1999
7360,594568.5,1669213.5,1999
7361,594568.5,1669208.5,1991
7362,594568.5,1669203.5,1991
7363,594568.5,1669198.5,1991
7364,594568.5,1669193.5,1985
7365,594568.5,1669188.5,1985
7366,594568.5,1669183.5,1985
7367,594568.5,1669178.5,1981
7368,594568.5,1669173.5,1981
7369,594568.5,1669168.5,1981
7370,594568.5,1669163.5,1975
7371,594568.5,1669158.5,1975
7372,594568.5,1669153.5,1975
7373,594568.5,1669148.5,1963
7374,594568.5,1669143.5,1963
7375,594568.5,1669138.5,1963
7376,594568.5,1669133.5,1951
7377,594568.5,1669128.5,1951
7378,594568.5,1669123.5,1951
7379,594568.5,1669118.5,1939
7380,594568.5,1669113.5,1939
7381,594568.5,1669108.5,1939
7382,594568.5,1669103.5,1928
7383,594568.5,1669098.5,1928
7384,594568.5,1669093.5,1928
7385,594568.5,1669088.5,1922
7386,594568.5,1669083.5,1922
7387,594568.5,1669078.5,1922
7388,594568.5,1669073.5,1919
7389,594568.5,1669068.5,1919
7390,594568.5,1669063.5,1919
7391,594568.5,1669058.5,1919
7392,594568.5,1669053.5,1917
7393,594568.5,1669048.5,1917
7394,594568.5,1669043.5,1917
7395,594568.5,1669038.5,1915
7396,594568.5,1669033.5,1915
7397,594568.5,1669028.5,1915
7398,594568.5,1669023.5,1914
7399,594568.5,1669018.5,1914
7400,594568.5,1669013.5,1914
7401,594568.5,1669008.5,1912
7402,594568.5,1669003.5,1912
7403,594568.5,1668998.5,1912
7404,594568.5,1668993.5,1911
7405,594568.5,1668988.5,1911
7406,594568.5,1668983.5,1911
7407,594568.5,1668978.5,1908
7408,594568.5,1668973.5,1908
7409,594568.5,1668968.5,1908
7410,594568.5,1668963.5,1904
7411,594568.5,1668958.5,1904
7412,594568.5,1668953.5,1904
7413,594568.5,1668948.5,1899
7414,594568.5,1668943.5,1899
7415,594568.5,1668938.5,1899
7416,594568.5,1668933.5,1894
7417,594568.5,1668928.5,1894
7418,594568.5,1668923.5,1894
7419,594568.5,1668918.5,1887
7420,594568.5,1668913.5,1887
7421,594568.5,1668908.5,1887
7422,594568.5,1668903.5,1881
7423,594568.5,1668898.5,1881
7424,594568.5,1668893.5,1881
7425,594568.5,1668888.5,1876
7426,594568.5,1668883.5,1876
7427,594568.5,1668878.5,1876
7428,594568.5,1668873.5,1869
7429,594568.5,1668868.5,1869
7430,594568.5,1668863.5,1869
7431,594568.5,1668858.5,1861
7432,594568.5,1668853.5,1861
7433,594568.5,1668848.5,1861
7434,594568.5,1668843.5,1861
7435,594568.5,1668838.5,1861
7436,594568.5,1668833.5,1861
7437,594568.5,1668828.5,1852
7438,594568.5,1668823.5,1852
7439,594568.5,1668818.5,1852
7440,594568.5,1668813.5,1843
7441,594568.5,1668808.5,1843
7442,594568.5,1668803.5,1843
7443,594568.5,1668798.5,1832
7444,594568.5,1668793.5,1832
7445,594568.5,1668788.5,1832
7446,594568.5,1668783.5,1820
7447,594568.5,1668778.5,1820
7448,594568.5,1668773.5,1820
7449,594568.5,1668768.5,1809
7450,594568.5,1668763.5,1809
7451,594568.5,1668758.5,1809
7452,594568.5,1668753.5,1799
7453,594568.5,1668748.5,1799
7454,594568.5,1668743.5,1799
7455,594568.5,1668738.5,1790
7456,594568.5,1668733.5,1790
7457,594568.5,1668728.5,1790
7458,594568.5,1668723.5,1781
7459,594568.5,1668718.5,1781
7460,594568.5,1668713.5,1781
7461,594568.5,1668708.5,1774
7462,594568.5,1668703.5,1774
7463,594568.5,1668698.5,1774
7464,594568.5,1668693.5,1764
7465,594568.5,1668688.5,1764
7466,594568.5,1668683.5,1764
7467,594568.5,1668678.5,1754
7468,594568.5,1668673.5,1754
7469,594568.5,1668668.5,1754
7470,594568.5,1668663.5,1741
7471,594568.5,1668658.5,1741
7472,594568.5,1668653.5,1741
7473,594568.5,1668648.5,1730
7474,594568.5,1668643.5,1730
7475,594568.5,1668638.5,1730
7476,594568.5,1668633.5,1721
7477,594568.5,1668628.5,1721
7478,594568.5,1668623.5,1721
7479,594568.5,1668618.5,1717
7480,594568.5,1668613.5,1717
7481,594568.5,1668608.5,1717
7482,594568.5,1668603.5,1715
7483,594568.5,1668598.5,1715
7484,594568.5,1668593.5,1715
7485,594568.5,1668588.5,1715
7486,594568.5,1668583.5,1715
7487,594568.5,1668578.5,1715
7488,594573.5,1669533.5,2146
7489,594573.5,1669528.5,2146
7490,594573.5,1669523.5,2140
7491,594573.5,1669518.5,2140
7492,594573.5,1669513.5,2140
7493,594573.5,1669508.5,2133
7494,594573.5,1669503.5,2133
7495,594573.5,1669498.5,2133
7496,594573.5,1669493.5,2128
7497,594573.5,1669488.5,2128
7498,594573.5,1669483.5,2128
7499,594573.5,1669478.5,2123
7500,594573.5,1669473.5,2123
7501,594573.5,1669468.5,2123
7502,594573.5,1669463.5,2118
7503,594573.5,1669458.5,2118
7504,594573.5,1669453.5,2118
7505,594573.5,1669448.5,2111
7506,594573.5,1669443.5,2111
7507,594573.5,1669438.5,2111
7508,594573.5,1669433.5,2103
7509,594573.5,1669428.5,2103
7510,594573.5,1669423.5,2103
7511,594573.5,1669418.5,2095
7512,594573.5,1669413.5,2095
7513,594573.5,1669408.5,2095
7514,594573.5,1669403.5,2087
7515,594573.5,1669398.5,2087
7516,594573.5,1669393.5,2087
7517,594573.5,1669388.5,2080
7518,594573.5,1669383.5,2080
7519,594573.5,1669378.5,2080
7520,594573.5,1669373.5,2073
7521,594573.5,1669368.5,2073
7522,594573.5,1669363.5,2073
7523,594573.5,1669358.5,2063
7524,594573.5,1669353.5,2063
7525,594573.5,1669348.5,2063
7526,594573.5,1669343.5,2053
7527,594573.5,1669338.5,2053
7528,594573.5,1669333.5,2053
7529,594573.5,1669328.5,2043
7530,594573.5,1669323.5,2043
7531,594573.5,1669318.5,2043
7532,594573.5,1669313.5,2036
7533,594573.5,1669308.5,2036
7534,594573.5,1669303.5,2036
7535,594573.5,1669298.5,2030
7536,594573.5,1669293.5,2030
7537,594573.5,1669288.5,2030
7538,594573.5,1669283.5,2024
7539,594573.5,1669278.5,2024
7540,594573.5,1669273.5,2024
7541,594573.5,1669268.5,2019
7542,594573.5,1669263.5,2019
7543,594573.5,1669258.5,2019
7544,594573.5,1669253.5,2013
7545,594573.5,1669248.5,2013
7546,594573.5,1669243.5,2013
7547,594573.5,1669238.5,2006
7548,594573.5,1669233.5,2006
7549,594573.5,1669228.5,2006
7550,594573.5,1669223.5,1999
7551,594573.5,1669218.5,1999
7552,594573.5,1669213.5,1999
7553,594573.5,1669208.5,1991
7554,594573.5,1669203.5,1991
7555,594573.5,1669198.5,1991
7556,594573.5,1669193.5,1985
7557,594573.5,1669188.5,1985
7558,594573.5,1669183.5,1985
7559,594573.5,1669178.5,1981
7560,594573.5,1669173.5,1981
7561,594573.5,1669168.5,1981
7562,594573.5,1669163.5,1975
7563,594573.5,1669158.5,1975
7564,594573.5,1669153.5,1975
7565,594573.5,1669148.5,1963
7566,594573.5,1669143.5,1963
7567,594573.5,1669138.5,1963
7568,594573.5,1669133.5,1951
7569,594573.5,1669128.5,1951
7570,594573.5,1669123.5,1951
7571,594573.5,1669118.5,1939
7572,594573.5,1669113.5,1939
7573,594573.5,1669108.5,1939
7574,594573.5,1669103.5,1928
7575,594573.5,1669098.5,1928
7576,594573.5,1669093.5,1928
7577,594573.5,1669088.5,1922
7578,594573.5,1669083.5,1922
7579,594573.5,1669078.5,1922
7580,594573.5,1669073.5,1919
7581,594573.5,1669068.5,1919
7582,594573.5,1669063.5,1919
7583,594573.5,1669058.5,1919
7584,594573.5,1669053.5,1917
7585,594573.5,1669048.5,1917
7586,594573.5,1669043.5,1917
7587,594573.5,1669038.5,1915
7588,594573.5,1669033.5,1915
7589,594573.5,1669028.5,1915
7590,594573.5,1669023.5,1914
7591,594573.5,1669018.5,1914
7592,594573.5,1669013.5,1914
7593,594573.5,1669008.5,1912
7594,594573.5,1669003.5,1912
7595,594573.5,1668998.5,1912
7596,594573.5,1668993.5,1911
7597,594573.5,1668988.5,1911
7598,594573.5,1668983.5,1911
7599,594573.5,1668978.5,1908
7600,594573.5,1668973.5,1908
7601,594573.5,1668968.5,1908
7602,594573.5,1668963.5,1904
7603,594573.5,1668958.5,1904
7604,594573.5,1668953.5,1904
7605,594573.5,1668948.5,1899
7606,594573.5,1668943.5,1899
7607,594573.5,1668938.5,1899
7608,594573.5,1668933.5,1894
7609,594573.5,1668928.5,1894
7610,594573.5,1668923.5,1894
7611,594573.5,1668918.5,1887
7612,594573.5,1668913.5,1887
7613,594573.5,1668908.5,1887
7614,594573.5,1668903.5,1881
7615,594573.5,1668898.5,1881
7616,594573.5,1668893.5,1881
7617,594573.5,1668888.5,1876
7618,594573.5,1668883.5,1876
7619,594573.5,1668878.5,1876
7620,594573.5,1668873.5,1869
7621,594573.5,1668868.5,1869
7622,594573.5,1668863.5,1869
7623,594573.5,1668858.5,1861
7624,594573.5,1668853.5,1861
7625,594573.5,1668848.5,1861
7626,594573.5,1668843.5,1861
7627,594573.5,1668838.5,1861
7628,594573.5,1668833.5,1861
7629,594573.5,1668828.5,1852
7630,594573.5,1668823.5,1852
7631,594573.5,1668818.5,1852
7632,594573.5,1668813.5,1843
7633,594573.5,1668808.5,1843
7634,594573.5,1668803.5,1843
7635,594573.5,1668798.5,1832
7636,594573.5,1668793.5,1832
7637,594573.5,1668788.5,1832
7638,594573.5,1668783.5,1820
7639,594573.5,1668778.5,1820
7640,594573.5,1668773.5,1820
7641,594573.5,1668768.5,1809
7642,594573.5,1668763.5,1809
7643,594573.5,1668758.5,1809
7644,594573.5,1668753.5,1799
7645,594573.5,1668748.5,1799
7646,594573.5,1668743.5,1799
7647,594573.5,1668738.5,1790
7648,594573.5,1668733.5,1790
7649,594573.5,1668728.5,1790
7650,594573.5,1668723.5,1781
7651,594573.5,1668718.5,1781
7652,594573.5,1668713.5,1781
7653,594573.5,1668708.5,1774
7654,594573.5,1668703.5,1774
7655,594573.5,1668698.5,1774
7656,594573.5,1668693.5,1764
7657,594573.5,1668688.5,1764
7658,594573.5,1668683.5,1764
7659,594573.5,1668678.5,1754
7660,594573.5,1668673.5,1754
7661,594573.5,1668668.5,1754
7662,594573.5,1668663.5,1741
7663,594573.5,1668658.5,1741
7664,594573.5,1668653.5,1741
7665,594573.5,1668648.5,1730
7666,594573.5,1668643.5,1730
7667,594573.5,1668638.5,1730
7668,594573.5,1668633.5,1721
7669,594573.5,1668628.5,1721
7670,594573.5,1668623.5,1721
7671,594573.5,1668618.5,1717
7672,594573.5,1668613.5,1717
7673,594573.5,1668608.5,1717
7674,594573.5,1668603.5,1715
7675,594573.5,1668598.5,1715
7676,594573.5,1668593.5,1715
7677,594573.5,1668588.5,1715
7678,594573.5,1668583.5,1715
7679,594573.5,1668578.5,1715
7680,594578.5,1669533.5,2137
7681,594578.5,1669528.5,2137
7682,594578.5,1669523.5,2133
7683,594578.5,1669518.5,2133
7684,594578.5,1669513.5,2133
7685,594578.5,1669508.5,2128
7686,594578.5,1669503.5,2128
7687,594578.5,1669498.5,2128
7688,594578.5,1669493.5,2124
7689,594578.5,1669488.5,2124
7690,594578.5,1669483.5,2124
7691,594578.5,1669478.5,2121
7692,594578.5,1669473.5,2121
7693,594578.5,1669468.5,2121
7694,594578.5,1669463.5,2118
7695,594578.5,1669458.5,2118
7696,594578.5,1669453.5,2118
7697,594578.5,1669448.5,2112
7698,594578.5,1669443.5,2112
7699,594578.5,1669438.5,2112
7700,594578.5,1669433.5,2106
7701,594578.5,1669428.5,2106
7702,594578.5,1669423.5,2106
7703,594578.5,1669418.5,2099
7704,594578.5,1669413.5,2099
7705,594578.5,1669408.5,2099
7706,594578.5,1669403.5,2091
7707,594578.5,1669398.5,2091
7708,594578.5,1669393.5,2091
7709,594578.5,1669388.5,2083
7710,594578.5,1669383.5,2083
7711,594578.5,1669378.5,2083
7712,594578.5,1669373.5,2076
7713,594578.5,1669368.5,2076
7714,594578.5,1669363.5,2076
7715,594578.5,1669358.5,2067
7716,594578.5,1669353.5,2067
7717,594578.5,1669348.5,2067
7718,594578.5,1669343.5,2057
7719,594578.5,1669338.5,2057
7720,594578.5,1669333.5,2057
7721,594578.5,1669328.5,2047
7722,594578.5,1669323.5,2047
7723,594578.5,1669318.5,2047
7724,594578.5,1669313.5,2039
7725,594578.5,1669308.5,2039
7726,594578.5,1669303.5,2039
7727,594578.5,1669298.5,2031
7728,594578.5,1669293.5,2031
7729,594578.5,1669288.5,2031
7730,594578.5,1669283.5,2024
7731,594578.5,1669278.5,2024
7732,594578.5,1669273.5,2024
7733,594578.5,1669268.5,2018
7734,594578.5,1669263.5,2018
7735,594578.5,1669258.5,2018
7736,594578.5,1669253.5,2011
7737,594578.5,1669248.5,2011
7738,594578.5,1669243.5,2011
7739,594578.5,1669238.5,2004
7740,594578.5,1669233.5,2004
7741,594578.5,1669228.5,2004
7742,594578.5,1669223.5,1996
7743,594578.5,1669218.5,1996
7744,594578.5,1669213.5,1996
7745,594578.5,1669208.5,1986
7746,594578.5,1669203.5,1986
7747,594578.5,1669198.5,1986
7748,594578.5,1669193.5,1980
7749,594578.5,1669188.5,1980
